"","groups","Y","C","x1","x2"
"88",33,0,0.336263402365148,0,0
"89",33,0,0.163997741881758,0,1
"90",33,0,0.384077752940357,0,0
"91",34,0,1.70571705698967,0,0
"92",34,0,1.34904245659709,0,0
"93",34,0,0.937594098970294,1,0
"94",34,0,0.179087602067739,0,1
"95",35,0,1.21792171243578,0,1
"96",35,0,1.8916549240239,1,0
"97",36,0,0.687330745626241,0,0
"98",36,0,1.51951636327431,1,0
"99",36,0,0.698957175947726,0,0
"100",36,0,1.55534542584792,0,1
"101",37,0,0.739373510237783,1,0
"102",37,0,0.698805565480143,1,0
"103",37,0,1.60787859838456,0,1
"104",37,0,0.72346182866022,0,0
"105",38,1,0.956966722384095,0,1
"106",38,1,0.411362969316542,1,0
"107",38,1,0.296445421874523,0,1
"108",38,1,0.959834218490869,1,0
"109",39,1,1.31656822375953,1,0
"110",40,0,0.610259322915226,0,0
"111",40,0,0.060447980184108,0,1
"112",40,0,1.05841918895021,0,0
"113",41,0,0.999172126874328,0,0
"114",41,0,0.0892856051214039,1,0
"115",41,0,0.214957678690553,1,0
"116",42,0,0.620548289269209,0,1
"117",43,0,1.62177437683567,0,0
"118",43,0,0.147752447985113,0,1
"119",43,0,1.21271242201328,0,0
"120",43,0,0.787580023519695,1,0
"121",44,0,1.94073979184031,1,0
"122",44,0,0.101537839509547,1,0
"123",44,0,0.326041743159294,0,0
"124",45,0,0.790144770406187,0,1
"125",45,0,1.38118666596711,0,0
"126",45,0,1.25424492778257,0,1
"127",45,0,0.997619998641312,0,1
"128",46,1,1.08447529375553,1,0
"129",46,1,1.2949166065082,0,1
"130",47,0,0.632911919150501,0,1
"131",47,0,0.92402172787115,0,0
"132",48,0,1.72273041913286,0,1
"133",49,0,1.09077559784055,1,0
"134",50,1,1.50956311216578,1,0
"135",50,1,0.246562950313091,0,0
"136",51,1,1.3577630110085,1,0
"137",51,1,1.13310023769736,1,0
"138",52,0,1.43209827272221,0,0
"139",53,1,0.128618859220296,1,0
"140",53,1,1.570748149883,1,0
"141",53,1,1.99118499737233,0,0
"142",54,1,1.02244169823825,1,0
"143",54,1,0.805355798918754,0,1
"144",54,1,0.530247913207859,0,0
"145",55,0,0.2731838314794,0,0
"146",56,1,1.20113975740969,0,1
"147",56,1,1.38341928645968,1,0
"148",56,1,1.09715878311545,0,1
"149",57,0,0.286390518769622,1,0
"150",58,0,0.374965900555253,1,0
"151",58,0,1.62942339945585,0,1
"152",58,0,0.325215347576886,1,0
"153",58,0,0.0886661414988339,0,1
"154",59,1,0.311447494197637,0,1
"155",59,1,0.778945778496563,0,1
"156",59,1,0.0564102306962013,0,0
"157",60,0,0.412687198724598,1,0
"158",60,0,0.851732403971255,1,0
"159",60,0,1.48898361856118,0,0
"160",61,0,0.491486246697605,0,1
"161",61,0,0.859227856621146,1,0
"162",62,0,0.0205021821893752,0,0
"163",63,1,1.20266715250909,0,1
"164",64,0,1.14640139136463,1,0
"165",65,1,1.63096177158877,0,1
"166",65,1,1.18752256687731,0,0
"167",66,0,1.24354836344719,0,0
"168",66,0,0.572027357760817,0,0
"169",66,0,0.972746147308499,1,0
"170",66,0,1.87073086667806,0,0
"171",67,0,0.257727189920843,1,0
"172",67,0,1.46377366688102,1,0
"173",67,0,1.28637800971046,0,1
"174",68,1,1.92808804381639,0,0
"175",68,1,1.42702916590497,0,1
"176",68,1,1.49471526639536,1,0
"177",69,1,1.68095705332235,1,0
"178",69,1,1.44039890635759,1,0
"179",69,1,0.107951923273504,1,0
"180",70,0,1.62755885161459,0,1
"181",71,0,0.636976137757301,0,1
"182",72,1,1.83109977189451,0,1
"183",72,1,1.31817256985232,0,1
"184",73,0,0.56824585609138,1,0
"185",73,0,0.919455110561103,1,0
"186",73,0,0.637274969834834,0,0
"187",73,0,0.22385450778529,1,0
"188",74,0,0.608787052799016,0,0
"189",74,0,1.44609981775284,1,0
"190",75,1,1.9143599816598,0,0
"191",75,1,1.03366302978247,0,1
"192",75,1,1.53953698696569,0,0
"193",76,1,0.409906642045826,0,0
"194",77,1,0.395220602862537,0,1
"195",77,1,0.765356995165348,0,1
"196",78,1,1.09639760339633,0,1
"197",78,1,0.949568583630025,1,0
"198",78,1,0.569301703479141,0,0
"199",78,1,1.33473050734028,0,1
"200",79,0,0.709289640188217,0,0
"201",79,0,1.07254299568012,0,0
"202",79,0,1.83993457164615,0,1
"203",80,0,0.304816120769829,0,0
"204",80,0,1.61577955307439,0,1
"205",81,1,1.84723170055076,0,0
"206",81,1,1.96108538005501,1,0
"207",81,1,1.34404428815469,0,1
"208",81,1,0.955127710942179,0,1
"209",82,1,0.484683158341795,0,0
"210",82,1,1.75586933922023,0,0
"211",82,1,0.413748035673052,0,0
"212",83,0,1.10664567025378,0,1
"213",83,0,0.17585451155901,1,0
"214",83,0,0.0698946877382696,0,1
"215",84,0,0.478743271902204,0,0
"216",84,0,1.7906157663092,0,0
"217",84,0,0.910443721339107,1,0
"218",85,0,0.251640219707042,1,0
"219",85,0,0.672805903013796,0,1
"220",86,0,0.434634584933519,0,0
"221",86,0,0.302574370987713,1,0
"222",86,0,0.440627777948976,0,1
"223",86,0,1.1858311840333,0,1
"224",87,0,1.7768940422684,0,0
"225",87,0,1.45802073832601,1,0
"226",87,0,1.38108519418165,0,1
"227",88,1,1.57832035748288,0,1
"228",88,1,1.92702491674572,0,1
"229",89,0,1.89215251198038,0,1
"230",89,0,0.876258352771401,0,1
"231",90,1,1.03090562438592,0,1
"232",91,1,1.45989932492375,1,0
"233",91,1,1.85691717592999,1,0
"234",91,1,1.27217013807967,0,1
"235",92,0,1.81560894101858,0,0
"236",92,0,0.997494420502335,0,1
"237",92,0,0.296095992904156,0,0
"238",93,0,1.04856980731711,0,0
"239",93,0,0.554975960403681,0,0
"240",93,0,0.229397570248693,1,0
"241",94,0,1.49363840557635,0,0
"242",94,0,1.66864212742075,0,1
"243",94,0,1.48510805983096,1,0
"244",94,0,1.31236560642719,0,1
"245",95,1,1.39174174144864,0,0
"246",95,1,1.18872923823074,0,1
"247",95,1,1.82142226304859,0,1
"248",95,1,0.629553879611194,0,0
"249",96,0,1.89945537503809,1,0
"250",96,0,0.719612449407578,0,1
"251",96,0,1.28386036818847,0,0
"252",97,0,0.0589071507565677,1,0
"253",98,0,0.901097867172211,0,0
"254",98,0,0.519902777392417,0,1
"255",98,0,1.92600802797824,1,0
"256",98,0,1.61304889759049,0,0
"257",99,0,0.0571068106219172,0,0
"258",99,0,0.439600562676787,1,0
"259",99,0,0.866319961845875,1,0
"260",99,0,1.15188445756212,0,1
"261",100,0,1.86771516129375,0,1
"262",100,0,0.614300275687128,0,1
"263",101,0,0.23143273498863,1,0
"264",101,0,0.482601298484951,0,0
"265",102,0,0.677763903979212,0,0
"266",103,0,1.7831518757157,0,1
"267",103,0,0.729172348976135,1,0
"268",103,0,0.170512754004449,0,1
"269",104,1,1.97867672564462,0,1
"270",105,0,0.671436426229775,1,0
"271",105,0,1.44924351200461,0,0
"272",105,0,1.48950808402151,0,0
"273",105,0,0.17527215462178,0,1
"274",106,0,0.868992304895073,1,0
"275",107,1,1.66514715785161,1,0
"276",107,1,0.566680939402431,0,1
"277",107,1,1.96680725319311,1,0
"278",107,1,0.914810092654079,0,0
"279",108,0,1.13398182578385,1,0
"280",108,0,0.687988215126097,0,1
"281",108,0,0.494203834794462,0,1
"282",108,0,0.631504824385047,0,1
"283",109,0,0.807192183565348,1,0
"284",110,0,0.251573048532009,0,0
"285",111,0,0.906216674949974,0,1
"286",111,0,1.13999101845548,1,0
"287",112,1,1.699544924777,0,1
"288",112,1,1.97572603169829,0,1
"289",112,1,0.427851138170809,1,0
"290",113,0,0.044066377915442,1,0
"291",114,0,1.12210312392563,0,1
"292",114,0,0.0882853949442506,0,0
"293",115,1,0.51587163284421,0,0
"294",115,1,1.92328813113272,1,0
"295",115,1,0.353805718477815,0,0
"296",115,1,1.55950342817232,0,1
"297",116,1,0.795805408153683,0,0
"298",117,0,0.5036760289222,0,0
"299",117,0,0.392812986392528,0,1
"300",118,1,0.361856209579855,0,0
"301",118,1,1.8483909079805,0,0
"302",119,0,0.821430154610425,0,0
"303",119,0,1.44303730176762,1,0
"304",119,0,0.115947422105819,0,1
"305",120,0,0.640991622116417,1,0
"306",120,0,0.0430290182121098,0,1
"307",120,0,1.36805924214423,0,1
"308",120,0,0.287768024485558,0,1
"309",121,1,0.290392978582531,0,0
"310",121,1,0.192985601257533,1,0
"311",121,1,1.41100968979299,1,0
"312",121,1,1.60147584881634,0,1
"313",122,0,0.910353422164917,0,1
"314",123,1,0.994055765215307,0,1
"315",123,1,0.349309037905186,0,0
"316",124,1,1.54620849434286,0,1
"317",124,1,1.11398660717532,0,0
"318",124,1,1.21648994972929,0,1
"319",125,0,0.696474218741059,1,0
"320",125,0,0.195213648490608,0,1
"321",125,0,0.0332318670116365,0,1
"322",126,1,0.664718445390463,1,0
"323",126,1,0.804540637880564,1,0
"324",126,1,1.3248804891482,0,0
"325",127,0,1.43302196124569,0,0
"326",127,0,1.03367284219712,1,0
"327",127,0,1.50266714952886,1,0
"328",128,0,1.56004826584831,1,0
"329",128,0,0.518403064925224,1,0
"330",128,0,1.08976133540273,0,1
"331",129,0,1.61973518505692,0,0
"332",129,0,0.172709220089018,0,1
"333",130,1,1.92508373828605,0,1
"334",130,1,0.063258137088269,0,0
"335",131,0,0.0122875943779945,0,1
"336",132,1,0.352555811405182,0,1
"337",132,1,1.01291577797383,1,0
"338",132,1,0.283774118404835,0,1
"339",132,1,0.179789759684354,1,0
"340",133,1,0.169557018671185,0,0
"341",133,1,0.486072860658169,1,0
"342",133,1,1.92576115019619,0,0
"343",134,0,0.886797185521573,1,0
"344",134,0,0.0468863104470074,0,0
"345",134,0,0.50124075775966,0,1
"346",134,0,0.779169564601034,0,1
"347",135,0,0.107944708317518,0,0
"348",135,0,1.65811862004921,0,0
"349",136,1,1.38927706377581,0,0
"350",137,1,1.15899473847821,0,1
"351",137,1,1.14335904503241,0,0
"352",138,0,0.990668066311628,1,0
"353",138,0,1.56616464490071,1,0
"354",138,0,0.329713137354702,0,1
"355",139,1,1.80466141132638,0,1
"356",139,1,1.57877786131576,0,1
"357",140,1,0.877016500104219,1,0
"358",140,1,1.2770788166672,0,1
"359",140,1,1.96347893448547,0,0
"360",140,1,0.315620985813439,1,0
"361",141,0,1.9744988931343,0,1
"362",141,0,1.90460298163816,0,0
"363",141,0,0.737055464182049,0,1
"364",142,1,0.674111010506749,1,0
"365",142,1,1.73761454876512,1,0
"366",142,1,0.700343700591475,0,1
"367",142,1,1.26306708343327,1,0
"368",143,0,0.140737706329674,0,0
"369",143,0,0.659994737710804,1,0
"370",144,1,1.09551247023046,0,1
"371",144,1,1.3432551282458,0,0
"372",144,1,1.22308772196993,1,0
"373",145,1,1.78462043451145,0,1
"374",145,1,0.984596600756049,1,0
"375",145,1,1.25846324022859,0,0
"376",146,0,1.09982118336484,0,1
"377",146,0,0.187453621998429,1,0
"378",146,0,0.477074215654284,1,0
"379",147,0,0.363404172472656,0,0
"380",147,0,0.303586422465742,0,0
"381",147,0,1.94508723076433,1,0
"382",147,0,0.865338461939245,1,0
"383",148,0,0.949438464362174,1,0
"384",148,0,1.58921023551375,0,0
"385",149,0,0.428554196376354,0,1
"386",150,1,1.70007939403877,1,0
"387",150,1,1.53881433559582,1,0
"388",150,1,0.238596538081765,0,0
"389",151,0,0.0274261264130473,0,0
"390",151,0,1.22497883299366,1,0
"391",152,1,1.97449229517952,1,0
"392",152,1,0.293573520611972,0,1
"393",152,1,1.58053320553154,0,0
"394",152,1,0.244237737730145,1,0
"395",153,1,1.15477609960362,0,1
"396",153,1,0.577726322226226,1,0
"397",153,1,1.66948682256043,1,0
"398",154,0,0.248139558825642,0,1
"399",155,1,1.72829437023029,0,0
"400",155,1,0.702621513511986,1,0
"401",155,1,1.14057499542832,1,0
"402",155,1,0.2566755018197,0,0
"403",156,0,1.04331292025745,1,0
"404",156,0,1.38793225213885,0,0
"405",157,1,0.474659505300224,1,0
"406",157,1,0.0155854057520628,0,1
"407",157,1,1.43487824359909,0,0
"408",157,1,0.414581414777786,0,1
"409",158,0,1.68989415746182,0,0
"410",158,0,0.402762753888965,1,0
"411",158,0,1.29492948576808,0,0
"412",158,0,1.08795083034784,1,0
"413",159,0,0.504210791550577,0,0
"414",159,0,1.25594801455736,1,0
"415",159,0,0.431126710958779,0,1
"416",160,1,1.58928459323943,0,0
"417",160,1,1.46380100818351,0,1
"418",161,0,0.562024740502238,0,0
"419",161,0,1.54132121568546,0,0
"420",162,0,0.422567802947015,1,0
"421",162,0,1.53922340180725,0,0
"422",162,0,0.271949946880341,1,0
"423",163,1,1.94764749985188,1,0
"424",163,1,0.91376703325659,1,0
"425",164,0,1.27264858596027,1,0
"426",164,0,1.68712471518666,1,0
"427",164,0,1.35265277838334,1,0
"428",164,0,1.9633358893916,0,0
"429",165,0,1.35390585241839,0,0
"430",165,0,0.505490637850016,0,1
"431",166,1,0.546768647618592,1,0
"432",166,1,1.09736795863137,1,0
"433",167,0,1.61333603970706,0,1
"434",167,0,0.56847842829302,0,0
"435",167,0,0.717581526841968,0,1
"436",167,0,1.28552910359576,1,0
"437",168,0,0.98059189831838,0,0
"438",168,0,1.2119208490476,0,1
"439",168,0,0.913515879306942,0,1
"440",169,1,1.14287200244144,0,1
"441",169,1,0.436699519865215,0,1
"442",169,1,1.06455556116998,0,0
"443",170,0,0.569540046621114,1,0
"444",170,0,0.621205048169941,0,1
"445",170,0,0.363932840060443,0,1
"446",170,0,1.66588702145964,0,1
"447",171,0,1.27999492455274,1,0
"448",172,0,0.212547089438885,0,1
"449",172,0,1.57894977321848,0,1
"450",173,0,1.8372423988767,1,0
"451",173,0,0.405664898920804,1,0
"452",174,0,0.762538746930659,0,1
"453",174,0,0.475454763043672,1,0
"454",175,1,0.127554414793849,1,0
"455",175,1,1.872594114393,0,1
"456",175,1,0.0399465882219374,0,0
"457",175,1,0.0698663452640176,1,0
"458",176,0,1.21480217622593,0,0
"459",176,0,0.971060424111784,1,0
"460",176,0,0.00691713951528072,0,0
"461",177,0,1.68972953874618,1,0
"462",177,0,0.229535322636366,0,0
"463",177,0,1.18228179123253,0,0
"464",177,0,0.645364831667393,1,0
"465",178,0,0.984830878674984,1,0
"466",179,0,0.334909594152123,0,0
"467",179,0,0.642010297160596,0,0
"468",179,0,0.128911496140063,0,1
"469",179,0,1.55587850697339,0,0
"470",180,0,0.0424301237799227,0,0
"471",181,0,1.90509103517979,0,1
"472",181,0,0.627386764623225,0,0
"473",182,0,1.80416266992688,1,0
"474",182,0,0.76542262872681,0,0
"475",182,0,1.98390209442005,0,0
"476",182,0,0.364575012587011,1,0
"477",183,1,0.42532061971724,1,0
"478",183,1,1.43516331305727,1,0
"479",183,1,0.00402349466457963,0,0
"480",183,1,0.836743672844023,1,0
"481",184,0,1.09489451954141,0,1
"482",185,1,1.46511027729139,0,0
"483",185,1,1.77237923583016,0,1
"484",186,0,0.949133068788797,0,0
"485",186,0,1.61623054137453,0,0
"486",186,0,0.355534765869379,0,1
"487",187,1,1.41622499935329,0,0
"488",187,1,0.118455051444471,0,0
"489",187,1,1.27299075108021,0,1
"490",188,1,1.8751565804705,0,0
"491",188,1,0.0117598799988627,0,0
"492",189,0,1.60983509849757,0,1
"493",189,0,1.11085342336446,0,0
"494",189,0,0.468414220493287,0,0
"495",190,0,1.15686479024589,0,1
"496",191,1,0.0477769882418215,1,0
"497",191,1,1.75439825747162,1,0
"498",191,1,1.40218863589689,1,0
"499",192,0,1.55082537140697,1,0
"500",193,0,0.0426677954383194,1,0
"501",193,0,1.18420543475077,0,0
"502",193,0,0.154280990362167,1,0
"503",193,0,0.457987741101533,1,0
"504",194,1,0.178133608307689,0,0
"505",195,0,1.9922521575354,0,1
"506",195,0,1.66499078739434,0,0
"507",195,0,1.08052150066942,1,0
"508",195,0,1.49614560324699,0,0
"509",196,0,0.77810488967225,1,0
"510",196,0,1.18422132683918,0,1
"511",197,0,0.309222732670605,0,0
"512",197,0,0.677068025339395,0,1
"513",197,0,0.537166467867792,1,0
"514",197,0,1.73072448279709,0,0
"515",198,0,1.76808921759948,0,0
"516",198,0,0.784000920597464,0,1
"517",199,1,0.79151546722278,1,0
"518",200,1,0.71266005653888,1,0
"519",200,1,0.146856611128896,0,0
"520",200,1,0.396382573992014,1,0
"521",201,0,1.97980454517528,0,0
"522",201,0,1.46801469102502,0,1
"523",202,0,1.68966971337795,0,1
"524",202,0,0.973852912895381,1,0
"525",203,0,1.67387008620426,1,0
"526",204,0,0.201211149804294,1,0
"527",204,0,0.550908540375531,0,1
"528",204,0,0.371412579901516,0,0
"529",205,0,0.0122083146125078,1,0
"530",205,0,1.61581699829549,1,0
"531",206,0,1.64482403313741,0,1
"532",207,0,0.725539850071073,0,0
"533",207,0,1.06199633562937,0,1
"534",207,0,1.77326401416212,1,0
"535",207,0,1.50875030038878,1,0
"536",208,1,0.888545233756304,0,0
"537",208,1,1.37125069182366,0,0
"538",209,0,1.96213152306154,0,1
"539",209,0,0.433145087212324,0,1
"540",209,0,1.66397246485576,0,1
"541",210,1,0.622215799987316,1,0
"542",210,1,1.3141505070962,0,0
"543",211,1,1.52040906623006,0,0
"544",211,1,1.95685084769502,1,0
"545",211,1,1.95871724188328,0,1
"546",212,0,0.815784548874944,0,0
"547",212,0,1.90421694191173,0,1
"548",213,0,0.310943322256207,1,0
"549",214,0,0.721209764946252,0,0
"550",214,0,0.264372677542269,0,0
"551",215,0,0.935534369200468,0,1
"552",215,0,1.12032633135095,0,0
"553",215,0,1.37546235136688,0,1
"554",215,0,0.0271135913208127,1,0
"555",216,0,1.68054507952183,0,0
"556",217,0,1.96686374209821,0,0
"557",218,0,1.84531295020133,0,0
"558",219,0,0.193173696752638,0,0
"559",220,1,1.58609569165856,1,0
"560",220,1,1.96183612383902,1,0
"561",221,0,0.410654745530337,0,1
"562",221,0,1.72760867374018,0,1
"563",221,0,1.33567289914936,0,1
"564",222,0,1.42999306879938,0,0
"565",222,0,0.322930383961648,0,0
"566",222,0,0.168639542534947,1,0
"567",222,0,1.22698691627011,0,1
"568",223,0,0.96207906678319,0,0
"569",223,0,1.51607754267752,0,0
"570",224,1,1.18524012016132,0,0
"571",224,1,1.68703699903563,0,0
"572",225,0,1.26795602217317,1,0
"573",225,0,0.227009700611234,0,0
"574",226,0,1.82153668534011,0,0
"575",226,0,1.63806888787076,0,0
"576",227,0,0.297803816385567,1,0
"577",227,0,0.421000138856471,1,0
"578",227,0,0.838744525797665,0,1
"579",227,0,1.89869084022939,0,0
"580",228,1,1.29012404801324,0,0
"581",228,1,0.304820882156491,1,0
"582",228,1,1.76856248546392,1,0
"583",228,1,1.57516377558932,1,0
"584",229,1,1.69962650164962,0,0
"585",229,1,0.79013401735574,0,0
"586",229,1,0.697675325907767,0,1
"587",230,1,0.43973778327927,0,0
"588",230,1,1.99570823740214,1,0
"589",230,1,1.15774112846702,0,1
"590",231,0,1.5359681523405,0,0
"591",231,0,0.442772599868476,0,0
"592",231,0,1.99195128958672,1,0
"593",231,0,1.66299714380875,0,0
"594",232,1,1.76881216932088,0,1
"595",232,1,1.6152333249338,0,0
"596",233,0,1.9437277475372,0,1
"597",233,0,1.20936436671764,0,0
"598",233,0,1.52612604619935,0,0
"599",233,0,0.97097881231457,1,0
"600",234,0,0.497711980715394,0,0
"601",235,1,0.653293694369495,1,0
"602",235,1,0.271695917937905,1,0
"603",235,1,1.54071619641036,0,0
"604",236,1,0.813175248913467,0,1
"605",236,1,1.62076616985723,0,0
"606",236,1,1.39559450326487,0,1
"607",237,0,0.785213754978031,0,0
"608",237,0,0.261643865611404,0,0
"609",238,0,0.463576165493578,0,1
"610",238,0,0.282231198623776,1,0
"611",239,0,1.61862271977589,0,1
"612",239,0,1.60737343458459,1,0
"613",240,0,1.37007874203846,0,0
"614",241,0,1.31190957780927,1,0
"615",242,0,1.44734384911135,0,1
"616",242,0,0.471831468399614,1,0
"617",242,0,0.283509478438646,0,0
"618",242,0,0.188497208058834,1,0
"619",243,0,0.443384991027415,0,0
"620",243,0,1.93839875701815,0,1
"621",243,0,0.703749516513199,1,0
"622",244,0,0.0412298226729035,0,1
"623",245,0,0.398455054499209,0,1
"624",245,0,0.149542055092752,0,0
"625",246,0,0.177763335872442,1,0
"626",246,0,0.346870449371636,0,0
"627",246,0,0.356344724074006,0,0
"628",247,1,1.88889857986942,0,0
"629",247,1,0.312123822513968,0,0
"630",247,1,1.12350184982643,0,0
"631",247,1,0.184160044882447,1,0
"632",248,0,0.558171012904495,0,1
"633",248,0,0.0956786875613034,0,0
"634",248,0,0.658321253955364,0,0
"635",248,0,0.0714233005419374,1,0
"636",249,0,1.84450441179797,0,0
"637",249,0,0.378076896537095,0,1
"638",249,0,1.8797294436954,1,0
"639",250,1,0.382609369698912,1,0
"640",250,1,0.718503993470222,0,1
"641",250,1,0.358856366015971,0,1
"642",251,0,1.05842445790768,0,1
"643",251,0,0.4061872032471,0,1
"644",252,1,0.497922718059272,1,0
"645",253,1,0.368102227337658,0,1
"646",253,1,1.71707323426381,0,0
"647",253,1,0.361194512806833,0,1
"648",253,1,0.382312967441976,1,0
"649",254,0,0.693914723582566,1,0
"650",254,0,1.07587063312531,1,0
"651",255,0,0.541137527674437,0,0
"652",256,0,1.40931665152311,1,0
"653",257,1,1.507378263399,0,1
"654",257,1,0.290067824535072,0,0
"655",257,1,0.213903226424009,0,1
"656",257,1,0.759100781287998,0,1
"657",258,1,1.33806561212987,0,0
"658",258,1,0.292760371696204,0,1
"659",258,1,1.49525220831856,1,0
"660",258,1,0.987519822549075,0,0
"661",259,0,1.66355827916414,0,0
"662",259,0,1.20397465489805,1,0
"663",259,0,0.824953079689294,0,0
"664",260,1,0.86934057623148,1,0
"665",260,1,1.97868267027661,1,0
"666",260,1,0.596479306928813,0,0
"667",261,0,1.82295885449275,0,0
"668",261,0,1.08381836302578,0,1
"669",261,0,1.96842854516581,0,1
"670",262,0,1.03640579292551,0,1
"671",262,0,1.04263650812209,1,0
"672",262,0,1.65471182949841,0,0
"673",262,0,0.514279307797551,0,0
"674",263,1,1.24293115921319,1,0
"675",263,1,1.41715581389144,1,0
"676",263,1,0.622788335196674,0,0
"677",263,1,0.771132006775588,0,1
"678",264,0,0.556659449823201,0,1
"679",264,0,1.84183037746698,0,0
"680",265,0,0.484050954692066,0,1
"681",265,0,0.426651829853654,0,1
"682",266,0,1.52920193318278,1,0
"683",266,0,0.988301279488951,0,0
"684",267,0,1.49874825309962,0,1
"685",267,0,1.51090432470664,0,0
"686",267,0,0.309005682822317,0,0
"687",267,0,1.87444360647351,1,0
"688",268,0,0.890837444458157,0,1
"689",268,0,1.49995206715539,1,0
"690",268,0,1.20371164288372,1,0
"691",268,0,1.58878726232797,1,0
"692",269,0,1.60041820304468,1,0
"693",270,1,0.635394809767604,0,1
"694",270,1,1.16016653133556,1,0
"695",270,1,1.95541163068265,0,1
"696",271,0,1.32052137842402,0,0
"697",272,1,1.19735184451565,0,1
"698",272,1,1.99095044471323,0,0
"699",272,1,0.612504486460239,0,0
"700",272,1,1.63253714656457,0,1
"701",273,0,1.61024616332725,0,1
"702",274,1,0.74316375516355,0,1
"703",274,1,1.70505421375856,1,0
"704",274,1,1.08868619287387,1,0
"705",274,1,1.28367879195139,0,1
"706",275,0,0.172299935482442,1,0
"707",275,0,1.87849648389965,0,1
"708",275,0,1.86773129878566,0,1
"709",276,0,0.334818769712001,0,0
"710",276,0,0.593945944216102,0,0
"711",276,0,0.541661354247481,0,0
"712",276,0,0.428530216217041,0,0
"713",277,0,1.13457573577762,1,0
"714",277,0,0.0846022493205965,0,1
"715",277,0,0.223770877812058,1,0
"716",278,1,0.61646682349965,0,0
"717",278,1,1.01357291452587,1,0
"718",279,1,1.21504933899269,0,0
"719",280,1,1.83350826986134,0,0
"720",280,1,1.3174986988306,0,0
"721",280,1,0.432472905144095,0,0
"722",280,1,1.54177205264568,1,0
"723",281,0,0.386761770583689,0,0
"724",281,0,0.454214065801352,1,0
"725",281,0,1.71009402954951,1,0
"726",281,0,0.279633055441082,0,1
"727",282,0,1.26962894946337,0,0
"728",282,0,0.245091736782342,0,0
"729",282,0,0.462187755852938,1,0
"730",283,0,1.99832156067714,0,0
"731",283,0,1.81183839961886,0,0
"732",284,0,1.29265593737364,0,0
"733",284,0,0.19794467324391,1,0
